User age ;30;;;
User gender;MALE;;;
"User education level
";"Academic
";;;"
"
Song;"Time of the day
";Activity;Mood;Location
TONES AND I - DANCE MONKEY;Morning,Midday,Afternoon,Night;working,commuting,studing,working out,ammusing,;Happy;"Home,Work, Outdoor
"
SNIK x Tamta - SENORITA;Night;partying;Happy,Excited;"Home,Outdoor,Other
"
TOQUEL - Business;Night;commuting,dancing;Happy,Excited;"Outdoor, Other
"
L'ind?cis - Soulful;Morning,Midday,Afternoon,Night;studying;Relaxed;"Home
"
Y2K, bbno$ - Lalala;Morning,Night;ammusing,waking-up;Happy;"Home
"
terror x crew-na tous do na trexoun;Night;ammusing,;Excited,Angry;"Outdoor
"
JOKER/TWO-FACE 3. î¤œ ¨¦ ™¨¦®ã;Afternoon,Night;relaxing;Relaxed,peaceful;"Home
"
ZN-† ¤ç®«˜ «à¤ …à¤«˜¤é¤ Œœ¡¨é¤;Afternoon,Night;resting;Excited,Angry;Outdoor,Home
Camila Cabello - Havana ;Morning,Midday,Afternoon;working,commuting,studing;Pleased,Relaxed,Peaceful,Calm,;Home,Work,
Chopin - Nocturne op.9 No.2;Night;resting;Relaxed,Peaceful,Calm,Sleepy;"Home
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
